Country Name,Country Code,Series Name,Series Code,2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Afghanistan,AFG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.8090000152588,11.2569999694824,11.1409997940063,10.9879999160767,11.2170000076294,11.0989999771118,11.3009996414185,11.0930004119873,11.3109998703003,11.3520002365112,11.0539999008179,11.3409996032715,11.1929998397827,11.1420001983643,11.1269998550415,11.1579999923706,11.1800003051758,11.1520004272461,11.2170000076294
Africa Eastern and Southern,AFE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.73294543364148,7.9595818408506,7.78796507383304,7.31032819176143,7.11765820012593,6.98947687278823,6.73876522153116,6.27197723559034,6.32390919245746,6.8677855707396,6.74808147368188,6.5621786470409,6.44545648496286,6.40519550006924,6.49004120319987,6.61020531330575,6.7149547357794,6.73116273378074,6.9143532468525
Africa Western and Central,AFW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.86575187573938,4.78138507307745,4.75116750881285,4.73188044804454,4.7279468963644,4.64887181517722,4.62766132792644,4.59939251319006,4.583290656407,4.55466216096181,4.54837615294628,4.63760207877834,4.41021563101583,4.6880883010437,4.62673719960996,5.56701668670193,6.01950535255351,6.04109241959404,6.06336228158956
Albania,ALB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.5750007629395,17.8950004577637,16.9890003204346,16.3099994659424,15.9700002670288,15.6300001144409,15.9700002670288,13.0600004196167,13.6700000762939,14.0900001525879,13.4799995422363,13.3800001144409,15.8699998855591,18.0499992370605,17.1900005340576,15.4200000762939,13.6199998855591,12.3000001907349,11.4700002670288
Algeria,DZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,27.2999992370605,25.8999996185303,23.7199993133545,17.6499996185303,15.2700004577637,12.2700004577637,13.789999961853,11.3299999237061,10.1599998474121,9.96000003814697,9.96000003814697,10.9700002670288,9.81999969482422,10.210000038147,11.210000038147,10.1999998092651,10.3330001831055,10.4200000762939,10.5129995346069
American Samoa,ASM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Angola,AGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.00400018692017,3.96099996566772,3.95799994468689,3.91599988937378,3.88199996948242,3.85800004005432,3.82100009918213,3.79299998283386,3.77999997138977,9.43000030517578,7.3600001335144,7.34700012207031,7.36600017547607,7.37200021743774,7.39200019836426,7.41200017929077,7.40799999237061,7.4210000038147,7.4210000038147
Antigua and Barbuda,ATG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.4693803508137,12.4650007584907,12.3905207364152,11.3526727890111,11.1959373094438,10.4258378530008,10.0272236544263,9.72474213743173,9.32921993114808,9.4009115591931,10.4766732735643,10.6631290585776,10.7353931302957,10.872226624652,10.9659005435465,10.7611153061116,10.8963785642502,10.5023355572556,10.0061535286814
Argentina,ARG,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.3199996948242,19.5900001525879,15.3599996566772,13.5200004577637,11.5100002288818,10.0799999237061,8.47000026702881,7.84000015258789,8.64999961853027,7.71000003814697,7.17999982833862,7.21999979019165,7.09999990463257,7.26999998092651,7.52099990844727,8.11100006103516,8.35000038146973,9.22000026702881,9.84000015258789
Armenia,ARM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.9119997024536,10.7760000228882,10.5939998626709,10.3439998626709,10.2030000686646,9.99699974060059,9.8100004196167,14.3929996490479,18.4400005340576,19.0100002288818,18.4400005340576,17.2999992370605,16.1800003051758,17.5,18.2600002288818,17.6200008392334,17.7000007629395,18.9699993133545,18.2999992370605
Aruba,ABW,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Australia,AUS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.73999977111816,6.36999988555908,5.92999982833862,5.3899998664856,5.03000020980835,4.78000020980835,4.38000011444092,4.23000001907349,5.55999994277954,5.21000003814697,5.07999992370605,5.21999979019165,5.65999984741211,6.07999992370605,6.05000019073486,5.71000003814697,5.59000015258789,5.30000019073486,5.15999984741211
Austria,AUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.01000022888184,4.84999990463257,4.78000020980835,5.82999992370605,5.63000011444092,5.23999977111816,4.8600001335144,4.13000011444092,5.30000019073486,4.82000017166138,4.55999994277954,4.86999988555908,5.32999992370605,5.61999988555908,5.71999979019165,6.01000022888184,5.5,4.84999990463257,4.48999977111816
Azerbaijan,AZE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.9099998474121,10.039999961853,9.17000007629395,7.98999977111816,7.26000022888184,6.61999988555908,6.32999992370605,5.8600001335144,5.73999977111816,5.63000011444092,5.42000007629395,5.19000005722046,4.96999979019165,4.90999984741211,4.96000003814697,5,5,4.90000009536743,4.84999990463257
"Bahamas, The",BHS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.86999988555908,9.05000019073486,10.8400001525879,10.1999998092651,10.1999998092651,7.53999996185303,7.88000011444092,8.18000030517578,14.25,14.3140001296997,14.5200004577637,14.0200004577637,16.1800003051758,13.8000001907349,12,12.6999998092651,9.80000019073486,10,10.0609998703003
Bahrain,BHR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.10800004005432,1.10500001907349,1.08700001239777,1.08599996566772,1.09099996089935,1.09700000286102,1.08800005912781,1.10699999332428,1.13900005817413,1.12999999523163,1.18099999427795,1.20000004768372,1.18400001525879,1.19000005722046,1.20200002193451,1.19099998474121,1.18299996852875,1.20099997520447,1.19599997997284
